area_id,week,date,score,band,data_confidence,drivers_up,drivers_down,farmer_reports,vet_reports,inbound_animals,inbound_change_pct,inbound_from_outbreak_areas_2w,vacc_coverage,rain_mm,confirmed_outbreak,target
A00,128,2025-06-16,70.0,High,Adequate,symptom reports at or below normal | 2 farmer symptom reports in the last 2 weeks | no outbreak declared here in the last 8 weeks | seasonal timing,drier than normal conditions | 0 vet-reported suspected cases in the last 2 weeks,0.0,0.0,46.0,0.7407407407407408,0.0,0.2995841482681823,4.554615249571115,0.0,0
A00,129,2025-06-23,39.0,Low,Adequate,seasonal timing | symptom reports at or below normal | no outbreak declared here in the last 8 weeks | 46 cattle recorded arriving this week,0 farmer symptom reports in the last 2 weeks | drier than normal conditions,0.0,0.0,46.0,-1.9230769230769231,0.0,0.2950903860441596,3.724844651125442,0.0,0
A00,130,2025-06-30,66.0,Elevated,Adequate,1 confirmed outbreaks in nearby sub-counties (last 4 weeks) | no outbreak declared here in the last 8 weeks | 1 vet-reported suspected cases in the last 2 weeks | 1 suspected cases reported by vets this week,vaccination coverage about 29% | 1 farmer symptom reports in the last 2 weeks,1.0,1.0,44.0,9.803921568627452,0.0,0.2906640302534972,5.168061746616781,0.0,0
A00,131,2025-07-07,46.0,Elevated,Adequate,1 confirmed outbreaks in nearby sub-counties (last 4 weeks) | no outbreak declared here in the last 8 weeks | 1 vet-reported suspected cases in the last 2 weeks | seasonal timing,drier than normal conditions | 33 cattle recorded arriving this week,0.0,0.0,33.0,-10.850439882697946,0.0,0.2863040697996947,3.523392325902116,0.0,0
A00,132,2025-07-14,59.0,Elevated,Adequate,seasonal timing | no outbreak declared here in the last 8 weeks | 1 confirmed outbreaks in nearby sub-counties (last 4 weeks) | symptom reports at or below normal,1 farmer symptom reports in the last 2 weeks | 0 vet-reported suspected cases in the last 2 weeks,1.0,0.0,77.0,106.94006309148266,0.0,0.2820095087526993,6.233039153625654,0.0,0
A00,133,2025-07-21,53.0,Elevated,Adequate,seasonal timing | 1 confirmed outbreaks in nearby sub-counties (last 4 weeks) | no outbreak declared here in the last 8 weeks | 0 cattle arrived from areas with recent outbreaks,1 farmer symptom reports in the last 2 weeks | 0 farmer symptom reports this week,0.0,0.0,52.0,28.450704225352112,0.0,0.2777793661214088,2.796207347496237,0.0,0
A00,134,2025-07-28,57.0,Elevated,Adequate,no outbreak declared here in the last 8 weeks | 1 confirmed outbreaks in nearby sub-counties (last 4 weeks) | seasonal timing | 1 suspected cases reported by vets this week,symptom reports at or below normal | vaccination coverage about 27%,1.0,1.0,73.0,64.64379947229551,0.0,0.2736126756295877,4.657837473610477,0.0,0
A00,135,2025-08-04,64.0,Elevated,Adequate,no outbreak declared here in the last 8 weeks | 2 vet-reported suspected cases in the last 2 weeks | 2 farmer symptom reports in the last 2 weeks | seasonal timing,symptom reports well above this area's normal level | drier than normal conditions,1.0,1.0,30.0,-34.731934731934736,0.0,0.2695084854951439,3.405743149470058,0.0,0
A00,136,2025-08-11,64.0,Elevated,Adequate,1 confirmed outbreaks in nearby sub-counties (last 4 weeks) | no outbreak declared here in the last 8 weeks | 1 vet-reported suspected cases in the last 2 weeks | seasonal timing,vaccination coverage about 27% | 64 cattle recorded arriving this week,0.0,0.0,64.0,25.170068027210885,0.0,0.2654658582127167,4.418970423916587,0.0,0
A00,137,2025-08-18,8.0,Low,Adequate,no outbreak declared here in the last 8 weeks | 1 confirmed outbreaks in nearby sub-counties (last 4 weeks) | seasonal timing | symptom reports at or below normal,0 farmer symptom reports in the last 2 weeks | 10 cattle arrived from areas with recent outbreaks,0.0,0.0,80.0,48.148148148148145,10.0,0.2614838703395259,2.9776182899131385,0.0,0
A00,138,2025-08-25,10.0,Low,Adequate,no outbreak declared here in the last 8 weeks | seasonal timing | 46 cattle recorded arriving this week | cattle arrivals -17% compared with recent weeks,0 farmer symptom reports in the last 2 weeks | drier than normal conditions,0.0,0.0,46.0,-17.24137931034483,10.0,0.2593184273368367,3.720860673181991,0.0,0
A00,139,2025-09-01,15.0,Low,Adequate,no outbreak declared here in the last 8 weeks | seasonal timing | symptom reports at or below normal | 59 cattle arrived from other sub-counties,0 farmer symptom reports in the last 2 weeks | drier than normal conditions,0.0,0.0,78.0,34.14141414141414,0.0,0.2593184273368367,4.221460031157067,0.0,0
A00,140,2025-09-08,16.0,Low,Adequate,46 cattle arrived from other sub-counties | seasonal timing | no outbreak declared here in the last 8 weeks | 0 cattle arrived from areas with recent outbreaks,0 farmer symptom reports in the last 2 weeks | drier than normal conditions,0.0,0.0,76.0,20.0,0.0,0.2593184273368367,4.113024816659937,0.0,0
A00,141,2025-09-15,22.0,Low,Adequate,seasonal timing | no outbreak declared here in the last 8 weeks | 1 suspected cases reported by vets this week | 1 vet-reported suspected cases in the last 2 weeks,0 farmer symptom reports in the last 2 weeks | 0 confirmed outbreaks in nearby sub-counties (last 4 weeks),0.0,1.0,21.0,-61.4100185528757,0.0,0.2593184273368367,9.292071675242768,0.0,0
A00,142,2025-09-22,5.0,Low,Adequate,no outbreak declared here in the last 8 weeks | 1 vet-reported suspected cases in the last 2 weeks | seasonal timing | 0 cattle arrived from areas with recent outbreaks,0 farmer symptom reports in the last 2 weeks | 0 confirmed outbreaks in nearby sub-counties (last 4 weeks),0.0,0.0,29.0,-46.45669291338583,0.0,0.2593184273368367,12.78184365093856,0.0,0
A00,143,2025-09-29,3.0,Low,Adequate,no outbreak declared here in the last 8 weeks | seasonal timing | 42 cattle recorded arriving this week | 0 cattle arrived from areas with recent outbreaks,0 farmer symptom reports in the last 2 weeks | drier than normal conditions,0.0,0.0,42.0,-18.96551724137931,0.0,0.2593184273368367,17.245466960797962,0.0,0
A00,144,2025-10-06,16.0,Low,Adequate,46 cattle arrived from other sub-counties | no outbreak declared here in the last 8 weeks | seasonal timing | wetter than normal conditions,0 farmer symptom reports in the last 2 weeks | symptom reports at or below normal,0.0,0.0,70.0,26.05042016806723,0.0,0.2593184273368367,31.97751050745013,0.0,0
A00,145,2025-10-13,7.0,Low,Adequate,seasonal timing | no outbreak declared here in the last 8 weeks | wetter than normal conditions | 41 cattle recorded arriving this week,0 farmer symptom reports in the last 2 weeks | symptom reports at or below normal,0.0,0.0,41.0,-23.651452282157674,0.0,0.2593184273368367,39.288470735287,0.0,0
A00,146,2025-10-20,3.0,Low,Adequate,seasonal timing | no outbreak declared here in the last 8 weeks | 49 cattle recorded arriving this week | 13 cattle arrived from other sub-counties,0 farmer symptom reports in the last 2 weeks | drier than normal conditions,0.0,0.0,49.0,-2.4830699774266365,0.0,0.2593184273368367,24.710091521204927,0.0,0
A00,147,2025-10-27,13.0,Low,Adequate,no outbreak declared here in the last 8 weeks | 1 farmer symptom reports this week | seasonal timing | 38 cattle recorded arriving this week,drier than normal conditions | seasonal timing,1.0,0.0,38.0,-22.869955156950674,0.0,0.2593184273368367,35.726087820947726,0.0,0
A00,148,2025-11-03,4.0,Low,Adequate,no outbreak declared here in the last 8 weeks | seasonal timing | 26 cattle arrived from other sub-counties | 0 cattle arrived from areas with recent outbreaks,drier than normal conditions | seasonal timing,0.0,0.0,72.0,51.724137931034484,0.0,0.2593184273368367,26.12727657450258,0.0,0
A00,149,2025-11-10,3.0,Low,Adequate,seasonal timing | no outbreak declared here in the last 8 weeks | 0 cattle arrived from areas with recent outbreaks | 12 cattle recorded arriving this week,0 farmer symptom reports in the last 2 weeks | drier than normal conditions,0.0,0.0,12.0,-66.16915422885572,0.0,0.2593184273368367,31.610432938553465,0.0,0
A00,150,2025-11-17,3.0,Low,Adequate,1 confirmed outbreaks in nearby sub-counties (last 4 weeks) | no outbreak declared here in the last 8 weeks | seasonal timing | 0 cattle arrived from areas with recent outbreaks,0 farmer symptom reports in the last 2 weeks | seasonal timing,0.0,0.0,32.0,-24.681933842239186,0.0,0.6396458659901392,22.84038081986605,0.0,0
A00,151,2025-11-24,8.0,Low,Adequate,1 confirmed outbreaks in nearby sub-counties (last 4 weeks) | no outbreak declared here in the last 8 weeks | 35 cattle arrived from other sub-counties | seasonal timing,0 farmer symptom reports in the last 2 weeks | seasonal timing,0.0,0.0,57.0,25.252525252525253,0.0,0.6300511780002871,41.7076697110096,0.0,0
A00,152,2025-12-01,3.0,Low,Adequate,1 confirmed outbreaks in nearby sub-counties (last 4 weeks) | no outbreak declared here in the last 8 weeks | seasonal timing | 0 cattle arrived from areas with recent outbreaks,0 farmer symptom reports in the last 2 weeks | drier than normal conditions,0.0,0.0,19.0,-53.284671532846716,0.0,0.6206004103302828,21.208228241119485,0.0,0
A00,153,2025-12-08,3.0,Low,Adequate,1 confirmed outbreaks in nearby sub-counties (last 4 weeks) | seasonal timing | 25 cattle arrived from other sub-counties | no outbreak declared here in the last 8 weeks,drier than normal conditions | 0 farmer symptom reports in the last 2 weeks,0.0,0.0,28.0,-26.666666666666668,0.0,0.6112914041753286,12.981106747468967,0.0,0
A01,104,2024-12-30,23.0,Low,Adequate,high cattle density | 45 weeks since last vaccination campaign | no outbreak declared here in the last 8 weeks | wetter than normal conditions,0 farmer symptom reports in the last 2 weeks | 0 confirmed outbreaks in nearby sub-counties (last 4 weeks),0.0,0.0,22.0,-37.57225433526011,0.0,0.4169020377493519,7.792160913342021,0.0,0
A01,105,2025-01-06,8.0,Low,Adequate,1 confirmed outbreaks in nearby sub-counties (last 4 weeks) | high cattle density | no outbreak declared here in the last 8 weeks | seasonal timing,0 farmer symptom reports in the last 2 weeks | seasonal timing,0.0,0.0,57.0,49.39759036144578,0.0,0.4106485071831116,2.260657167270697,0.0,0
A01,106,2025-01-13,21.0,Low,Adequate,1 confirmed outbreaks in nearby sub-counties (last 4 weeks) | high cattle density | no outbreak declared here in the last 8 weeks | 15 cattle arrived from other sub-counties,0 farmer symptom reports in the last 2 weeks | symptom reports at or below normal,0.0,0.0,28.0,-25.633802816901408,0.0,0.4044887795753649,3.813011940872704,0.0,0
A01,107,2025-01-20,14.0,Low,Adequate,1 confirmed outbreaks in nearby sub-counties (last 4 weeks) | high cattle density | no outbreak declared here in the last 8 weeks | 8 cattle recorded arriving this week,0 farmer symptom reports in the last 2 weeks | drier than normal conditions,0.0,0.0,8.0,-72.11796246648794,0.0,0.3984214478817344,2.591654015566715,0.0,0
A01,108,2025-01-27,42.0,Elevated,Adequate,1 confirmed outbreaks in nearby sub-counties (last 4 weeks) | no outbreak declared here in the last 8 weeks | 1 farmer symptom reports this week | cattle arrivals +26% compared with recent weeks,seasonal timing | drier than normal conditions,1.0,0.0,48.0,25.816023738872403,0.0,0.3924451261635084,3.115027244922848,0.0,0
A01,109,2025-02-03,8.0,Low,Adequate,high cattle density | no outbreak declared here in the last 8 weeks | cattle arrivals -44% compared with recent weeks | 0 cattle arrived from areas with recent outbreaks,seasonal timing | 0 confirmed outbreaks in nearby sub-counties (last 4 weeks),0.0,0.0,20.0,-43.66197183098591,0.0,0.3865584492710557,7.784068921273281,0.0,0
A01,110,2025-02-10,2.0,Low,Adequate,high cattle density | no outbreak declared here in the last 8 weeks | 47 cattle recorded arriving this week | 0 cattle arrived from areas with recent outbreaks,0 farmer symptom reports in the last 2 weeks | 0 confirmed outbreaks in nearby sub-counties (last 4 weeks),0.0,0.0,47.0,45.45454545454545,0.0,0.3807600725319899,4.855598137356551,0.0,0
A01,111,2025-02-17,2.0,Low,Adequate,high cattle density | no outbreak declared here in the last 8 weeks | 0 cattle arrived from areas with recent outbreaks | no major market,0 farmer symptom reports in the last 2 weeks | symptom reports at or below normal,0.0,0.0,3.0,-78.80794701986756,0.0,0.37504867144401,9.251028718081738,0.0,0
A01,112,2025-02-24,2.0,Low,Adequate,high cattle density | no outbreak declared here in the last 8 weeks | 43 cattle recorded arriving this week | 14 cattle arrived from other sub-counties,drier than normal conditions | 0 farmer symptom reports in the last 2 weeks,0.0,0.0,43.0,40.65934065934066,0.0,0.3694229413723499,5.644582285156534,0.0,0
A01,113,2025-03-03,11.0,Low,Adequate,2 confirmed outbreaks in nearby sub-counties (last 4 weeks) | high cattle density | no outbreak declared here in the last 8 weeks | 50 cattle recorded arriving this week,0 farmer symptom reports in the last 2 weeks | seasonal timing,0.0,0.0,50.0,49.65986394557823,0.0,0.3638815972517646,28.7786254334401,0.0,0
A01,114,2025-03-10,4.0,Low,Adequate,2 confirmed outbreaks in nearby sub-counties (last 4 weeks) | high cattle density | no outbreak declared here in the last 8 weeks | cattle arrivals -19% compared with recent weeks,0 farmer symptom reports in the last 2 weeks | 14 cattle arrived from areas with recent outbreaks,0.0,0.0,24.0,-19.16376306620209,14.0,0.3584233732929881,24.942615296119172,0.0,0
A01,115,2025-03-17,3.0,Low,Adequate,2 confirmed outbreaks in nearby sub-counties (last 4 weeks) | high cattle density | no outbreak declared here in the last 8 weeks | cattle arrivals -43% compared with recent weeks,0 farmer symptom reports in the last 2 weeks | drier than normal conditions,0.0,0.0,15.0,-43.46289752650176,14.0,0.3530470226935933,24.51238784263987,0.0,0
A01,116,2025-03-24,9.0,Low,Adequate,2 confirmed outbreaks in nearby sub-counties (last 4 weeks) | no outbreak declared here in the last 8 weeks | high cattle density | 0 cattle arrived from areas with recent outbreaks,0 farmer symptom reports in the last 2 weeks | drier than normal conditions,0.0,0.0,75.0,120.6896551724138,0.0,0.3477513173531893,39.314841088183954,0.0,0
A01,117,2025-03-31,66.0,Elevated,Adequate,3 confirmed outbreaks in nearby sub-counties (last 4 weeks) | 1 vet-reported suspected cases in the last 2 weeks | no outbreak declared here in the last 8 weeks | high cattle density,cattle arrivals -87% compared with recent weeks | drier than normal conditions,1.0,1.0,0.0,-87.38170347003155,0.0,0.3425350475928915,22.822481249573404,0.0,0
A01,118,2025-04-07,100.0,High,Adequate,6 confirmed outbreaks in nearby sub-counties (last 4 weeks) | 3 farmer symptom reports in the last 2 weeks | no outbreak declared here in the last 8 weeks | 2 farmer symptom reports this week,vaccination coverage about 34% | 59 weeks since last vaccination campaign,2.0,0.0,6.0,-70.37037037037037,0.0,0.3373970218789981,61.9768360634328,0.0,1
A01,119,2025-04-14,100.0,High,Adequate,8 confirmed outbreaks in nearby sub-counties (last 4 weeks) | 6 farmer symptom reports in the last 2 weeks | no outbreak declared here in the last 8 weeks | 2 vet-reported suspected cases in the last 2 weeks,drier than normal conditions | seasonal timing,4.0,2.0,11.0,-50.0,0.0,0.3323360665508132,37.720725159417206,0.0,1
A01,120,2025-04-21,100.0,High,Adequate,symptom reports well above this area's normal level | 14 farmer symptom reports in the last 2 weeks | 8 confirmed outbreaks in nearby sub-counties (last 4 weeks) | no outbreak declared here in the last 8 weeks,drier than normal conditions | 13 cattle arrived from areas with recent outbreaks,10.0,7.0,50.0,66.66666666666666,13.0,0.327351025552551,38.14713335433473,1.0,0
A01,121,2025-04-28,41.0,Elevated,Adequate,6 suspected cases reported by vets this week | 6 confirmed outbreaks in nearby sub-counties (last 4 weeks) | 13 vet-reported suspected cases in the last 2 weeks | symptom reports well above this area's normal level,outbreak declared here in the last 8 weeks | 13 cattle arrived from areas with recent outbreaks,7.0,6.0,47.0,53.50553505535055,13.0,0.3224407601692627,31.47216186493048,0.0,0
A01,122,2025-05-05,40.0,Elevated,Adequate,7 suspected cases reported by vets this week | 13 vet-reported suspected cases in the last 2 weeks | 12 farmer symptom reports this week | symptom reports well above this area's normal level,outbreak declared here in the last 8 weeks | 19 farmer symptom reports in the last 2 weeks,12.0,7.0,60.0,94.02985074626866,0.0,0.3176041487667238,26.23076120780507,0.0,0
A01,123,2025-05-12,8.0,Low,Adequate,10 vet-reported suspected cases in the last 2 weeks | 5 farmer symptom reports this week | 3 suspected cases reported by vets this week | high cattle density,outbreak declared here in the last 8 weeks | 11 cattle arrived from areas with recent outbreaks,5.0,3.0,28.0,-13.157894736842104,11.0,0.3128400865352229,33.32101486633404,0.0,0
A01,124,2025-05-19,33.0,Low,Adequate,9 farmer symptom reports in the last 2 weeks | 3 vet-reported suspected cases in the last 2 weeks | 4 confirmed outbreaks in nearby sub-counties (last 4 weeks) | 4 farmer symptom reports this week,outbreak declared here in the last 8 weeks | drier than normal conditions,4.0,0.0,22.0,-31.861198738170348,11.0,0.3081474852371946,22.09202844798257,0.0,0
A01,125,2025-05-26,37.0,Low,Adequate,3 vet-reported suspected cases in the last 2 weeks | 5 farmer symptom reports in the last 2 weeks | 4 confirmed outbreaks in nearby sub-counties (last 4 weeks) | 3 suspected cases reported by vets this week,outbreak declared here in the last 8 weeks | seasonal timing,1.0,3.0,4.0,-72.72727272727273,0.0,0.3035252729586367,18.839083913340566,0.0,0
A01,126,2025-06-02,70.0,High,Adequate,4 vet-reported suspected cases in the last 2 weeks | 4 confirmed outbreaks in nearby sub-counties (last 4 weeks) | high cattle density | drier than normal conditions,outbreak declared here in the last 8 weeks | cattle arrivals +61% compared with recent weeks,0.0,1.0,49.0,61.19402985074627,0.0,0.2989723938642571,10.832429943639948,0.0,0
A01,127,2025-06-09,8.0,Low,Adequate,seasonal timing | high cattle density | 2 confirmed outbreaks in nearby sub-counties (last 4 weeks) | 1 vet-reported suspected cases in the last 2 weeks,outbreak declared here in the last 8 weeks | 0 farmer symptom reports in the last 2 weeks,0.0,0.0,76.0,108.36012861736334,9.0,0.2944878079562932,9.417601157547876,0.0,0
A01,128,2025-06-16,11.0,Low,Adequate,seasonal timing | high cattle density | 1 confirmed outbreaks in nearby sub-counties (last 4 weeks) | 37 cattle recorded arriving this week,outbreak declared here in the last 8 weeks | 0 farmer symptom reports in the last 2 weeks,0.0,0.0,37.0,-10.638297872340425,9.0,0.2900704908369488,5.070457406413526,0.0,0
A01,129,2025-06-23,40.0,Elevated,Adequate,high cattle density | seasonal timing | no outbreak declared here in the last 8 weeks | symptom reports at or below normal,0 farmer symptom reports in the last 2 weeks | 0 confirmed outbreaks in nearby sub-counties (last 4 weeks),0.0,0.0,29.0,-25.068870523415974,0.0,0.2857194334743946,10.128983286176965,0.0,0
A01,130,2025-06-30,57.0,Elevated,Adequate,1 confirmed outbreaks in nearby sub-counties (last 4 weeks) | seasonal timing | no outbreak declared here in the last 8 weeks | high cattle density,vaccination coverage about 28% | drier than normal conditions,1.0,0.0,46.0,18.26086956521739,0.0,0.2814336419722786,2.276522187759121,0.0,0
A01,131,2025-07-07,78.0,High,Adequate,no outbreak declared here in the last 8 weeks | 1 confirmed outbreaks in nearby sub-counties (last 4 weeks) | 2 farmer symptom reports in the last 2 weeks | high cattle density,0 vet-reported suspected cases in the last 2 weeks | 72 weeks since last vaccination campaign,1.0,0.0,24.0,-29.909365558912388,0.0,0.2772121373426944,5.552457982040924,0.0,0
A01,132,2025-07-14,66.0,Elevated,Adequate,no outbreak declared here in the last 8 weeks | 1 confirmed outbreaks in nearby sub-counties (last 4 weeks) | 2 farmer symptom reports in the last 2 weeks | seasonal timing,4 cattle recorded arriving this week | 0 vet-reported suspected cases in the last 2 weeks,1.0,0.0,4.0,-77.98165137614679,0.0,0.273053955282554,5.472605522500179,0.0,0
