area_id,week,date,rain_mm,rain_8w_anomaly_pct,et0_anomaly,vacc_coverage,weeks_since_campaign,inbound_animals,inbound_external,inbound_from_outbreak_areas,farmer_reports,vet_reports,confirmed_outbreak,true_infected_herds,density_index,market_hub,border,reporting_prob,lat,lon,neighbour_outbreaks_4w
A00,11,2023-03-20,66.6,-45.43813124188907,-10.111,0.3441063660543698,99.0,14.0,9.0,0.0,0.0,0.0,0.0,0.0,1.1,1,0,0.45,-1.08,35.87,0.0
A00,12,2023-03-27,33.9,-26.410835214446955,-1.9559999999999995,0.3389447705635542,99.0,19.0,12.0,0.0,0.0,0.0,0.0,0.0,1.1,1,0,0.45,-1.08,35.87,0.0
A00,13,2023-04-03,15.2,-21.503743083432795,-1.1480000000000032,0.3338605990051009,99.0,63.0,3.0,0.0,0.0,0.0,0.0,0.0,1.1,1,0,0.45,-1.08,35.87,0.0
A00,14,2023-04-10,21.4,-18.435534591194987,-0.6379999999999981,0.3288526900200244,99.0,47.0,30.0,0.0,0.0,0.0,0.0,0.0,1.1,1,0,0.45,-1.08,35.87,0.0
A00,15,2023-04-17,14.8,-20.995007445038098,1.129999999999999,0.323919899669724,99.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,1.1,1,0,0.45,-1.08,35.87,0.0
A00,16,2023-04-24,41.1,-16.865890337009333,-1.9079999999999977,0.3190611011746781,99.0,68.0,24.0,0.0,0.0,0.0,0.0,0.0,1.1,1,0,0.45,-1.08,35.87,0.0
A00,17,2023-05-01,28.1,-9.022893909920695,0.588000000000001,0.31427518465705795,99.0,23.0,23.0,0.0,0.0,0.0,0.0,0.0,1.1,1,0,0.45,-1.08,35.87,0.0
A00,18,2023-05-08,9.0,-7.721280602636547,2.7870000000000026,0.3095610568872021,99.0,84.0,53.0,19.0,0.0,0.0,0.0,0.0,1.1,1,0,0.45,-1.08,35.87,0.0
A00,19,2023-05-15,3.6,-31.409759876065074,4.039999999999999,0.30491764103389407,99.0,47.0,18.0,0.0,0.0,0.0,0.0,0.0,1.1,1,0,0.45,-1.08,35.87,0.0
A00,20,2023-05-22,1.2,-36.990007418073915,4.2719999999999985,0.30034387641838567,99.0,39.0,39.0,0.0,0.0,0.0,0.0,0.0,1.1,1,0,0.45,-1.08,35.87,0.0
A00,21,2023-05-29,5.2,-35.269469729807824,-1.0899999999999999,0.2958387182721099,99.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,1,0,0.45,-1.08,35.87,1.0
A00,22,2023-06-05,1.8,-38.7079551521623,6.357999999999997,0.29140113749802826,99.0,88.0,22.0,0.0,0.0,0.0,0.0,0.0,1.1,1,0,0.45,-1.08,35.87,2.0
A00,23,2023-06-12,3.8,-33.53822512485593,2.1949999999999967,0.2887725987977275,99.0,43.0,22.0,0.0,0.0,0.0,0.0,0.0,1.1,1,0,0.45,-1.08,35.87,4.0
A00,24,2023-06-19,3.1,-47.267190254848515,3.3309999999999995,0.2887725987977275,99.0,44.0,44.0,14.0,1.0,0.0,0.0,0.0,1.1,1,0,0.45,-1.08,35.87,7.0
A00,25,2023-06-26,1.8,-60.285541926402566,1.2930000000000028,0.2887725987977275,99.0,55.0,22.0,18.0,2.0,1.0,0.0,6.0,1.1,1,0,0.45,-1.08,35.87,7.0
A00,26,2023-07-03,0.3,-63.42477140482122,0.09199999999999875,0.2887725987977275,99.0,59.0,53.0,17.0,8.0,3.0,0.0,17.0,1.1,1,0,0.45,-1.08,35.87,7.0
A00,27,2023-07-10,0.2,-63.847473281435505,7.559999999999999,0.2887725987977275,99.0,104.0,62.0,20.0,17.0,4.0,0.0,28.0,1.1,1,0,0.45,-1.08,35.87,6.0
A00,28,2023-07-17,3.0,-57.925072046109506,4.967999999999996,0.2887725987977275,99.0,51.0,3.0,3.0,11.0,4.0,1.0,29.0,1.1,1,0,0.45,-1.08,35.87,3.0
A00,29,2023-07-24,1.5,-62.1717846016911,2.4750000000000014,0.2887725987977275,99.0,65.0,23.0,0.0,10.0,5.0,0.0,21.0,1.1,1,0,0.45,-1.08,35.87,3.0
A00,30,2023-07-31,1.1,-60.703533512913864,-0.125,0.2887725987977275,99.0,73.0,73.0,24.0,4.0,2.0,0.0,10.0,1.1,1,0,0.45,-1.08,35.87,3.0
A00,31,2023-08-07,1.9,-54.778830963665,4.413999999999998,0.2887725987977275,99.0,87.0,52.0,50.0,1.0,0.0,0.0,2.0,1.1,1,0,0.45,-1.08,35.87,3.0
A00,32,2023-08-14,0.7,-56.71452702702704,6.3480000000000025,0.2887725987977275,99.0,49.0,17.0,14.0,1.0,0.0,0.0,1.0,1.1,1,0,0.45,-1.08,35.87,4.0
A00,33,2023-08-21,0.2,-60.33578174186781,8.427,0.2887725987977275,99.0,63.0,58.0,24.0,0.0,0.0,0.0,0.0,1.1,1,0,0.45,-1.08,35.87,3.0
A00,34,2023-08-28,2.6,-59.73409306742641,3.0820000000000043,0.2887725987977275,99.0,30.0,7.0,0.0,0.0,0.0,0.0,0.0,1.1,1,0,0.45,-1.08,35.87,2.0
A00,35,2023-09-04,26.5,-21.25331564986729,1.7059999999999995,0.2887725987977275,99.0,28.0,28.0,25.0,0.0,0.0,0.0,0.0,1.1,1,0,0.45,-1.08,35.87,1.0
A00,36,2023-09-11,1.8,-28.116752057133805,-0.845000000000006,0.2887725987977275,99.0,50.0,38.0,0.0,0.0,0.0,0.0,0.0,1.1,1,0,0.45,-1.08,35.87,1.0
A00,37,2023-09-18,11.1,-14.890377588306677,-1.1999999999999957,0.6021926486797465,0.0,44.0,33.0,24.0,0.0,0.0,0.0,0.0,1.1,1,0,0.45,-1.08,35.87,2.0
A00,38,2023-09-25,3.5,-18.74564459930299,1.9609999999999985,0.5931597589495503,1.0,83.0,12.0,8.0,0.0,0.0,0.0,0.0,1.1,1,0,0.45,-1.08,35.87,2.0
A00,39,2023-10-02,1.9,-26.295828065739467,0.40499999999999403,0.5842623625653071,2.0,63.0,63.0,0.0,0.0,0.0,0.0,0.0,1.1,1,0,0.45,-1.08,35.87,2.0
A00,40,2023-10-09,4.6,-18.42622950819654,1.906000000000006,0.5754984271268274,3.0,32.0,9.0,0.0,0.0,0.0,0.0,0.0,1.1,1,0,0.45,-1.08,35.87,1.0
A00,41,2023-10-16,7.0,-16.827386692381722,-0.6740000000000066,0.566865950719925,4.0,84.0,27.0,0.0,0.0,0.0,0.0,0.0,1.1,1,0,0.45,-1.08,35.87,0.0
A00,42,2023-10-23,1.2000000000000002,-20.132325141776896,6.427,0.5583629614591261,5.0,68.0,39.0,0.0,0.0,0.0,0.0,0.0,1.1,1,0,0.45,-1.08,35.87,0.0
A00,43,2023-10-30,21.3,-27.643784786641895,-0.6360000000000028,0.5499875170372392,6.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,1.1,1,0,0.45,-1.08,35.87,0.0
A00,44,2023-11-06,62.4,32.829373650107954,-6.3210000000000015,0.5417377042816807,7.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,1,0,0.45,-1.08,35.87,0.0
A00,45,2023-11-13,10.7,16.45136778115489,-1.9690000000000047,0.5336116387174554,8.0,38.0,6.0,0.0,0.0,0.0,0.0,0.0,1.1,1,0,0.45,-1.08,35.87,0.0
A00,46,2023-11-20,52.8,22.961373390557863,-4.535000000000004,0.5256074641366936,9.0,25.0,3.0,0.0,0.0,0.0,0.0,0.0,1.1,1,0,0.45,-1.08,35.87,0.0
A00,47,2023-11-27,39.1,31.965919848532636,-0.18499999999999872,0.85,0.0,62.0,18.0,0.0,0.0,0.0,0.0,0.0,1.1,1,0,0.45,-1.08,35.87,0.0
A00,48,2023-12-04,9.1,10.399007649369445,1.2089999999999996,0.8372499999999999,1.0,65.0,25.0,0.0,0.0,0.0,0.0,0.0,1.1,1,0,0.45,-1.08,35.87,0.0
A00,49,2023-12-11,28.1,10.255085263306263,-0.022999999999999687,0.8246912499999999,2.0,45.0,30.0,0.0,0.0,0.0,0.0,0.0,1.1,1,0,0.45,-1.08,35.87,0.0
A00,50,2023-12-18,3.5,4.148356477412601,2.7080000000000055,0.8123208812499999,3.0,23.0,23.0,0.0,0.0,0.0,0.0,0.0,1.1,1,0,0.45,-1.08,35.87,0.0
A00,51,2023-12-25,19.1,-3.6118200042418924,0.985833333333332,0.8001360680312499,4.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,1,0,0.45,-1.08,35.87,0.0
A00,52,2024-01-01,56.4,-7.5291946301189645,-6.306666666666668,0.7881340270107812,5.0,44.0,44.0,0.0,0.0,0.0,0.0,0.0,1.1,1,0,0.45,-1.08,35.87,0.0
A00,53,2024-01-08,76.5,12.50310280960745,-10.526,0.7763120166056194,6.0,51.0,40.0,0.0,1.0,0.0,0.0,0.0,1.1,1,0,0.45,-1.08,35.87,0.0
A00,54,2024-01-15,59.7,26.040173999075765,-6.590000000000003,0.7646673363565352,7.0,81.0,65.0,0.0,0.0,0.0,0.0,0.0,1.1,1,0,0.45,-1.08,35.87,0.0
A00,55,2024-01-22,9.7,22.407971588594553,-3.1910000000000025,0.7531973263111871,8.0,29.0,29.0,0.0,1.0,0.0,0.0,0.0,1.1,1,0,0.45,-1.08,35.87,0.0
A00,56,2024-01-29,3.2,22.565809163019548,-0.642000000000003,0.7418993664165192,9.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.1,1,0,0.45,-1.08,35.87,0.0
A00,57,2024-02-05,5.7,17.059898368833164,-0.31400000000000006,0.7307708759202715,10.0,29.0,24.0,0.0,0.0,0.0,0.0,0.0,1.1,1,0,0.45,-1.08,35.87,0.0
A00,58,2024-02-12,0.8,22.647614902654563,1.6499999999999986,0.7198093127814674,11.0,100.0,46.0,0.0,0.0,0.0,0.0,0.0,1.1,1,0,0.45,-1.08,35.87,0.0
A00,59,2024-02-19,7.199999999999999,20.402743324091592,2.6580000000000013,0.7090121730897454,12.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,1,0,0.45,-1.08,35.87,1.0
A00,60,2024-02-26,15.8,0.2498272471162489,-5.75,0.6983769904933992,13.0,69.0,50.0,0.0,0.0,0.0,0.0,0.0,1.1,1,0,0.45,-1.08,35.87,1.0
A00,61,2024-03-04,7.4,-32.10613033350384,-3.442,0.6879013356359982,14.0,102.0,39.0,37.0,1.0,0.0,0.0,0.0,1.1,1,0,0.45,-1.08,35.87,1.0
A00,62,2024-03-11,1.9,-64.9869481330156,3.6750000000000043,0.6775828156014582,15.0,23.0,21.0,0.0,0.0,0.0,0.0,0.0,1.1,1,0,0.45,-1.08,35.87,1.0
A00,63,2024-03-18,22.9,-57.73853185126681,2.178999999999995,0.6674190733674363,16.0,111.0,111.0,17.0,0.0,0.0,0.0,0.0,1.1,1,0,0.45,-1.08,35.87,0.0
A00,64,2024-03-25,10.2,-53.781038374717916,1.5340000000000025,0.6574077872669247,17.0,21.0,6.0,0.0,0.0,0.0,0.0,0.0,1.1,1,0,0.45,-1.08,35.87,0.0
A00,65,2024-04-01,27.5,-43.74525333622662,-1.5280000000000022,0.6475466704579208,18.0,84.0,30.0,17.0,0.0,0.0,0.0,0.0,1.1,1,0,0.45,-1.08,35.87,1.0
A00,66,2024-04-08,73.3,-13.423742138364902,-3.2479999999999976,0.637833470401052,19.0,33.0,14.0,0.0,2.0,0.0,0.0,0.0,1.1,1,0,0.45,-1.08,35.87,1.0
A00,67,2024-04-15,30.6,-12.586493824997905,0.7699999999999996,0.6282659683450362,20.0,101.0,63.0,13.0,1.0,0.0,0.0,0.0,1.1,1,0,0.45,-1.08,35.87,1.0
A00,68,2024-04-22,72.9,-1.0179686897509441,-0.42799999999999727,0.6188419788198607,21.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,1.1,1,0,0.45,-1.08,35.87,1.0
A00,69,2024-04-29,83.0,24.307945533443014,-0.19200000000000017,0.6095593491375628,22.0,49.0,46.0,18.0,0.0,0.0,0.0,0.0,1.1,1,0,0.45,-1.08,35.87,0.0
A00,70,2024-05-06,9.7,30.712171874399502,-0.5429999999999993,0.6004159589004994,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,1,0,0.45,-1.08,35.87,0.0
A00,71,2024-05-13,6.6,25.40666150271108,2.8599999999999994,0.5914097195169918,24.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,1.1,1,0,0.45,-1.08,35.87,0.0
A00,72,2024-05-20,6.0,39.4597896757865,-0.21799999999999997,0.582538573724237,25.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,1,0,0.45,-1.08,35.87,0.0
A00,73,2024-05-27,0.8999999999999999,41.11640899677308,-0.07000000000000028,0.5738004951183735,26.0,21.0,21.0,0.0,0.0,0.0,0.0,0.0,1.1,1,0,0.45,-1.08,35.87,0.0
A00,74,2024-06-03,6.0,20.501868659904012,1.0779999999999994,0.5651934876915979,27.0,48.0,2.0,0.0,1.0,0.0,0.0,0.0,1.1,1,0,0.45,-1.08,35.87,0.0
A00,75,2024-06-10,1.7000000000000002,26.00845178640037,3.035,0.556715585376224,28.0,21.0,21.0,0.0,0.0,0.0,0.0,0.0,1.1,1,0,0.45,-1.08,35.87,0.0
A00,76,2024-06-17,0.1,-0.6251001763102844,3.600999999999999,0.5483648515955807,29.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,1.1,1,0,0.45,-1.08,35.87,0.0
A00,77,2024-06-24,0.0,-58.777397948924204,1.4430000000000014,0.540139378821647,30.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.1,1,0,0.45,-1.08,35.87,0.0
A00,78,2024-07-01,20.6,-38.368364802280205,2.291999999999998,0.5320372881393223,31.0,82.0,32.0,0.0,2.0,0.0,0.0,2.0,1.1,1,0,0.45,-1.08,35.87,0.0
A00,79,2024-07-08,11.6,-24.924132471302425,1.4400000000000013,0.5240567288172324,32.0,66.0,20.0,0.0,2.0,1.0,1.0,2.0,1.1,1,0,0.45,-1.08,35.87,0.0
A00,80,2024-07-15,3.4,-21.75792507204602,-0.7120000000000033,0.5161958778849739,33.0,28.0,11.0,0.0,2.0,0.0,0.0,2.0,1.1,1,0,0.45,-1.08,35.87,2.0
A00,81,2024-07-22,2.4,-17.222963951935803,2.9250000000000007,0.5084529397166992,34.0,33.0,33.0,0.0,2.0,0.0,0.0,2.0,1.1,1,0,0.45,-1.08,35.87,2.0
A00,82,2024-07-29,11.5,-2.868008239581601,2.6650000000000027,0.5008261456209487,35.0,82.0,59.0,48.0,1.0,0.0,0.0,2.0,1.1,1,0,0.45,-1.08,35.87,4.0
A00,83,2024-08-05,0.0,17.693522906793167,5.113999999999997,0.4933137534366345,36.0,24.0,9.0,9.0,2.0,0.0,0.0,3.0,1.1,1,0,0.45,-1.08,35.87,5.0
A00,84,2024-08-12,2.1,30.06756756756765,2.668000000000003,0.48591404713508496,37.0,22.0,22.0,22.0,3.0,1.0,0.0,3.0,1.1,1,0,0.45,-1.08,35.87,3.0
A00,85,2024-08-19,0.0,29.275970619097762,-2.953000000000003,0.47862533642805866,38.0,98.0,77.0,24.0,4.0,2.0,0.0,5.0,1.1,1,0,0.45,-1.08,35.87,4.0
A00,86,2024-08-26,1.7,-18.898385565051935,4.012000000000004,0.4714459563816378,39.0,47.0,28.0,0.0,3.0,1.0,0.0,7.0,1.1,1,0,0.45,-1.08,35.87,3.0
A00,87,2024-09-02,0.8,-47.11538461538441,5.235999999999997,0.4643742670359132,40.0,67.0,50.0,0.0,4.0,3.0,0.0,10.0,1.1,1,0,0.45,-1.08,35.87,4.0
A00,88,2024-09-09,0.0,-55.75221238938058,7.864999999999995,0.45740865303037453,41.0,98.0,78.0,34.0,8.0,2.0,0.0,19.0,1.1,1,0,0.45,-1.08,35.87,5.0
A00,89,2024-09-16,8.2,-47.77710109622424,0.990000000000002,0.4505475232349189,42.0,99.0,40.0,0.0,4.0,1.0,0.0,18.0,1.1,1,0,0.45,-1.08,35.87,5.0
A00,90,2024-09-23,30.4,-25.8536585365853,0.7210000000000036,0.44378931038639513,43.0,47.0,42.0,20.0,6.0,2.0,1.0,12.0,1.1,1,0,0.45,-1.08,35.87,5.0
A00,91,2024-09-30,9.0,-21.365360303413254,-0.9550000000000054,0.4371324707305992,44.0,146.0,71.0,37.0,2.0,0.0,0.0,7.0,1.1,1,0,0.45,-1.08,35.87,3.0
A00,92,2024-10-07,0.8999999999999999,-19.999999999999464,2.216000000000001,0.4305754836696402,45.0,33.0,16.0,16.0,1.0,0.0,0.0,4.0,1.1,1,0,0.45,-1.08,35.87,5.0
A00,93,2024-10-14,32.5,12.704918032787418,-2.594000000000001,0.4241168514145956,46.0,50.0,26.0,26.0,0.0,0.0,0.0,2.0,1.1,1,0,0.45,-1.08,35.87,6.0
A00,94,2024-10-21,2.1,10.940453686200652,2.8869999999999933,0.4177550986433767,47.0,63.0,63.0,30.0,1.0,1.0,0.0,1.0,1.1,1,0,0.45,-1.08,35.87,5.0
A00,95,2024-10-28,0.3,8.302411873840825,9.793999999999997,0.41148877216372604,48.0,31.0,31.0,0.0,0.0,0.0,0.0,0.0,1.1,1,0,0.45,-1.08,35.87,6.0
A00,96,2024-11-04,3.0,4.103671706263954,4.889000000000003,0.40531644058127014,49.0,53.0,33.0,0.0,0.0,0.0,0.0,0.0,1.1,1,0,0.45,-1.08,35.87,3.0
A00,97,2024-11-11,22.9,5.5281155015201415,-2.7790000000000035,0.39923669397255107,50.0,22.0,22.0,0.0,0.0,0.0,0.0,0.0,1.1,1,0,0.45,-1.08,35.87,1.0
A00,98,2024-11-18,55.6,-2.503576537911303,0.7549999999999955,0.3932481435629628,51.0,29.0,6.0,0.0,0.0,0.0,0.0,0.0,1.1,1,0,0.45,-1.08,35.87,2.0
A00,99,2024-11-25,44.5,8.425370779425627,-4.285,0.38734942140951834,52.0,66.0,24.0,0.0,0.0,0.0,0.0,0.0,1.1,1,0,0.45,-1.08,35.87,1.0
A00,100,2024-12-02,31.1,4.403555923092576,-0.5010000000000012,0.38153918008837556,53.0,50.0,46.0,0.0,0.0,0.0,0.0,0.0,1.1,1,0,0.45,-1.08,35.87,1.0
A00,101,2024-12-09,5.6,-17.743223563677557,2.9170000000000016,0.37581609238704994,54.0,103.0,61.0,0.0,1.0,0.0,0.0,0.0,1.1,1,0,0.45,-1.08,35.87,1.0
A00,102,2024-12-16,24.2,-13.341536298119323,-2.622,0.3701788510012442,55.0,41.0,37.0,0.0,1.0,0.0,0.0,0.0,1.1,1,0,0.45,-1.08,35.87,0.0
A00,103,2024-12-23,21.0,-10.549470097633549,-1.2041666666666693,0.3646261682362255,56.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,1.1,1,0,0.45,-1.08,35.87,0.0
A00,104,2024-12-30,3.2,-11.853659741385437,3.653333333333336,0.7545612855982136,0.0,53.0,19.0,0.0,0.0,0.0,0.0,0.0,1.1,1,0,0.45,-1.08,35.87,1.0
A00,105,2025-01-06,2.8,-24.386916645274255,5.1739999999999995,0.7432428663142403,1.0,104.0,94.0,0.0,0.0,0.0,0.0,0.0,1.1,1,0,0.45,-1.08,35.87,1.0
A00,106,2025-01-13,0.6,-40.219751635596104,6.439999999999998,0.7320942233195267,2.0,54.0,45.0,0.0,1.0,0.0,0.0,0.0,1.1,1,0,0.45,-1.08,35.87,1.0
A00,107,2025-01-20,14.4,-49.210363864930954,-1.9210000000000065,0.7211128099697338,3.0,78.0,49.0,0.0,1.0,0.0,0.0,0.0,1.1,1,0,0.45,-1.08,35.87,1.0
A00,108,2025-01-27,44.1,-42.032173652801895,-10.542000000000002,0.7102961178201878,4.0,85.0,54.0,16.0,0.0,0.0,0.0,0.0,1.1,1,0,0.45,-1.08,35.87,0.0
A00,109,2025-02-03,3.3000000000000003,-40.653800498819734,-0.4239999999999995,0.699641676052885,5.0,18.0,7.0,0.0,0.0,0.0,0.0,0.0,1.1,1,0,0.45,-1.08,35.87,0.0
A00,110,2025-02-10,2.3,-48.26519105931174,3.25,0.6891470509120917,6.0,58.0,58.0,0.0,1.0,0.0,0.0,0.0,1.1,1,0,0.45,-1.08,35.87,0.0
A00,111,2025-02-17,0.0,-57.60688749452808,11.468000000000004,0.6788098451484104,7.0,89.0,30.0,0.0,0.0,0.0,0.0,0.0,1.1,1,0,0.45,-1.08,35.87,1.0
A00,112,2025-02-24,0.0,-58.805081592516004,9.600000000000001,0.6686276974711842,8.0,89.0,21.0,0.0,0.0,0.0,0.0,0.0,1.1,1,0,0.45,-1.08,35.87,1.0
A00,113,2025-03-03,18.8,-46.878018294415355,6.4979999999999976,0.6585982820091164,9.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,1.1,1,0,0.45,-1.08,35.87,1.0
A00,114,2025-03-10,46.9,-20.667347633640013,-4.305,0.6487193077789797,10.0,104.0,43.0,0.0,1.0,0.0,0.0,0.0,1.1,1,0,0.45,-1.08,35.87,1.0
A00,115,2025-03-17,12.2,-22.360774135304766,-5.291,0.638988518162295,11.0,36.0,10.0,0.0,0.0,0.0,0.0,0.0,1.1,1,0,0.45,-1.08,35.87,0.0
A00,116,2025-03-24,63.60000000000001,-11.343115124153915,-3.315999999999999,0.6294036903898605,12.0,21.0,21.0,0.0,0.0,0.0,0.0,0.0,1.1,1,0,0.45,-1.08,35.87,0.0
A00,117,2025-03-31,17.0,-7.345123142020621,-3.318000000000005,0.6199626350340126,13.0,41.0,17.0,0.0,0.0,0.0,0.0,0.0,1.1,1,0,0.45,-1.08,35.87,0.0
A00,118,2025-04-07,24.1,-5.365566037736308,-2.137999999999998,0.6106631955085025,14.0,18.0,18.0,0.0,0.0,0.0,0.0,0.0,1.1,1,0,0.45,-1.08,35.87,0.0
A00,119,2025-04-14,23.7,-5.272838749234056,2.9499999999999993,0.6015032475758749,15.0,8.0,8.0,0.0,2.0,0.0,0.0,0.0,1.1,1,0,0.45,-1.08,35.87,0.0
A00,120,2025-04-21,10.6,-12.508675869515331,0.8719999999999999,0.5924806988622368,16.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,1.1,1,0,0.45,-1.08,35.87,0.0
A00,121,2025-04-28,10.2,-18.337572946281956,9.438000000000002,0.5835934883793032,17.0,76.0,60.0,20.0,0.0,0.0,0.0,0.0,1.1,1,0,0.45,-1.08,35.87,2.0
A00,122,2025-05-05,24.0,-24.901033859871962,2.997,0.5748395860536137,18.0,19.0,8.0,0.0,0.0,0.0,0.0,0.0,1.1,1,0,0.45,-1.08,35.87,3.0
A00,123,2025-05-12,11.2,-24.709527498063782,1.5599999999999987,0.5662169922628095,19.0,35.0,19.0,13.0,0.0,0.0,0.0,0.0,1.1,1,0,0.45,-1.08,35.87,3.0
A00,124,2025-05-19,10.6,-38.29907928611968,1.1020000000000003,0.5577237373788674,20.0,30.0,11.0,0.0,2.0,0.0,0.0,0.0,1.1,1,0,0.45,-1.08,35.87,3.0
A00,125,2025-05-26,3.0,-38.6408515147139,2.1499999999999986,0.5493578813181844,21.0,89.0,87.0,0.0,0.0,0.0,0.0,0.0,1.1,1,0,0.45,-1.08,35.87,2.0
A00,126,2025-06-02,2.8,-43.35290977042202,3.7479999999999976,0.5411175130984116,22.0,93.0,68.0,20.0,1.0,0.0,0.0,0.0,1.1,1,0,0.45,-1.08,35.87,1.0
A00,127,2025-06-09,0.8,-46.72813420412366,8.544999999999998,0.5330007504019354,23.0,84.0,68.0,0.0,0.0,0.0,0.0,1.0,1.1,1,0,0.45,-1.08,35.87,1.0
A00,128,2025-06-16,17.5,-27.79291553133534,3.811,0.5250057391459063,24.0,46.0,40.0,18.0,3.0,0.0,1.0,6.0,1.1,1,0,0.45,-1.08,35.87,2.0
A00,129,2025-06-23,1.7,-17.95696762517607,3.0130000000000017,0.5171306530587177,25.0,48.0,33.0,0.0,8.0,2.0,0.0,13.0,1.1,1,0,0.45,-1.08,35.87,2.0
A00,130,2025-06-30,0.7,-30.768317301983224,1.411999999999999,0.509373693262837,26.0,20.0,0.0,0.0,7.0,4.0,0.0,17.0,1.1,1,0,0.45,-1.08,35.87,3.0
A00,131,2025-07-07,2.5,-34.556010027708226,-2.3900000000000006,0.5017330878638945,27.0,104.0,65.0,48.0,11.0,3.0,0.0,20.0,1.1,1,0,0.45,-1.08,35.87,5.0
A00,132,2025-07-14,4.9,-36.74351585014404,1.4579999999999984,0.49420709154593606,28.0,112.0,42.0,19.0,9.0,2.0,0.0,17.0,1.1,1,0,0.45,-1.08,35.87,7.0
A00,133,2025-07-21,1.1,-37.694704049844105,7.515000000000004,0.486793985172747,29.0,18.0,18.0,18.0,6.0,2.0,0.0,19.0,1.1,1,0,0.45,-1.08,35.87,6.0
A00,134,2025-07-28,0.1,-37.72777689748034,8.235000000000003,0.4794920753951558,30.0,74.0,52.0,24.0,10.0,2.0,0.0,11.0,1.1,1,0,0.45,-1.08,35.87,7.0
A00,135,2025-08-04,13.8,3.2780410742497748,0.1739999999999995,0.47229969426422846,31.0,31.0,14.0,14.0,3.0,2.0,0.0,6.0,1.1,1,0,0.45,-1.08,35.87,6.0
A00,136,2025-08-11,6.7,-12.373310810810205,-0.7319999999999993,0.465215198850265,32.0,43.0,27.0,27.0,1.0,0.0,0.0,3.0,1.1,1,0,0.45,-1.08,35.87,5.0
