area_id,week,week_start,precip_mm,et0_mm,precip_clim_mm,et0_clim_mm
A00,58,2024-02-12,0.8,37.25,11.989999999999998,35.6
A00,59,2024-02-19,7.199999999999999,36.71,22.69,34.052
A00,60,2024-02-26,15.799999999999999,30.67,13.379999999999999,36.42
A00,61,2024-03-04,7.4,33.81,21.779999999999998,37.251999999999995
A00,62,2024-03-11,1.9000000000000001,39.519999999999996,24.689999999999998,35.845
A00,63,2024-03-18,22.9,38.16,14.01,35.981
A00,64,2024-03-25,10.2,32.78,36.75,31.246000000000002
A00,65,2024-04-01,27.5,29.03,29.05,30.558000000000003
A00,66,2024-04-08,73.3,26.919999999999998,31.169999999999998,30.168
A00,67,2024-04-15,30.6,28.07,47.51,27.3
A00,68,2024-04-22,72.9,25.17,44.38,25.598
A00,69,2024-04-29,83.0,24.5,29.76,24.692
A00,70,2024-05-06,9.700000000000001,23.59,17.56,24.133
A00,71,2024-05-13,6.6,28.39,12.02,25.529999999999998
A00,72,2024-05-20,6.0,25.62,7.719999999999999,25.838
A00,73,2024-05-27,0.8999999999999999,27.189999999999998,7.510000000000001,27.26
A00,74,2024-06-03,6.0,25.37,10.84,24.292
A00,75,2024-06-10,1.7000000000000002,26.17,16.39,23.134999999999998
A00,76,2024-06-17,0.1,26.39,12.98,22.788999999999998
A00,77,2024-06-24,0.0,26.82,4.4399999999999995,25.377000000000002
A00,78,2024-07-01,20.6,27.36,2.31,25.068
A00,79,2024-07-08,11.6,26.14,3.6,24.7
A00,80,2024-07-15,3.4,26.11,1.33,26.822000000000003
A00,81,2024-07-22,2.4,28.54,5.5200000000000005,25.615
A00,82,2024-07-29,11.5,28.03,6.540000000000001,25.365000000000002
A00,83,2024-08-05,0.0,31.9,3.9199999999999995,26.786
A00,84,2024-08-12,2.1,32.27,9.7,29.601999999999997
A00,85,2024-08-19,0.0,28.0,4.7299999999999995,30.953000000000003
A00,86,2024-08-26,1.7,33.95,7.31,29.938
A00,87,2024-09-02,0.8,34.55,11.27,29.314
A00,88,2024-09-09,0.0,41.72,5.42,33.855000000000004
A00,89,2024-09-16,8.2,36.54,6.790000000000001,35.55
A00,90,2024-09-23,30.4,34.74,12.61,34.019
A00,91,2024-09-30,9.0,35.26,11.27,36.215
A00,92,2024-10-07,0.8999999999999999,39.01,6.85,36.794
A00,93,2024-10-14,32.5,32.09,11.440000000000001,34.684000000000005
A00,94,2024-10-21,2.1,36.91,8.99,34.023
A00,95,2024-10-28,0.3,41.68,12.87,31.886000000000003
A00,96,2024-11-04,3.0,37.199999999999996,11.78,32.311
A00,97,2024-11-11,22.9,27.18,19.47,29.959000000000003
A00,98,2024-11-18,55.6,28.990000000000002,47.13,28.235000000000003
A00,99,2024-11-25,44.5,24.84,29.919999999999998,29.125
A00,100,2024-12-02,31.1,28.75,41.88,29.250999999999998
A00,101,2024-12-09,5.6,31.87,30.830000000000002,28.952999999999996
A00,102,2024-12-16,24.2,27.65,23.68,30.272000000000002
A00,103,2024-12-23,21.0,29.58,28.908333333333335,30.784166666666668
A00,104,2024-12-30,3.2,35.660000000000004,15.61111111111111,32.00666666666667
A00,105,2025-01-06,2.8,36.46,33.9,31.286
A00,106,2025-01-13,0.6,38.06,24.48,31.620000000000005
A00,107,2025-01-20,14.4,31.97,13.0,33.891000000000005
A00,108,2025-01-27,44.1,23.43,36.78,33.972
A00,109,2025-02-03,3.3000000000000003,33.97,21.91,34.394
A00,110,2025-02-10,2.3,38.85,11.989999999999998,35.6
A00,111,2025-02-17,0.0,45.52,22.69,34.052
A00,112,2025-02-24,0.0,46.019999999999996,13.379999999999999,36.42
A00,113,2025-03-03,18.8,43.75,21.779999999999998,37.251999999999995
A00,114,2025-03-10,46.9,31.54,24.689999999999998,35.845
A00,115,2025-03-17,12.2,30.69,14.01,35.981
A00,116,2025-03-24,63.60000000000001,27.93,36.75,31.246000000000002
A00,117,2025-03-31,17.0,27.24,29.05,30.558000000000003
A00,118,2025-04-07,24.1,28.03,31.169999999999998,30.168
A00,119,2025-04-14,23.7,30.25,47.51,27.3
A00,120,2025-04-21,10.600000000000001,26.47,44.38,25.598
A00,121,2025-04-28,10.2,34.13,29.76,24.692
A00,122,2025-05-05,24.0,27.13,17.56,24.133
A00,123,2025-05-12,11.200000000000001,27.09,12.02,25.529999999999998
A00,124,2025-05-19,10.6,26.94,7.719999999999999,25.838
A00,125,2025-05-26,3.0,29.41,7.510000000000001,27.26
A00,126,2025-06-02,2.8,28.04,10.84,24.292
A00,127,2025-06-09,0.8,31.68,16.39,23.134999999999998
A00,128,2025-06-16,17.5,26.6,12.98,22.788999999999998
A00,129,2025-06-23,1.7,28.39,4.4399999999999995,25.377000000000002
A00,130,2025-06-30,0.7,26.48,2.31,25.068
A00,131,2025-07-07,2.5,22.31,3.6,24.7
A00,132,2025-07-14,4.9,28.28,1.33,26.822000000000003
A00,133,2025-07-21,1.1,33.13,5.5200000000000005,25.615
A00,134,2025-07-28,0.1,33.6,6.540000000000001,25.365000000000002
A00,135,2025-08-04,13.8,26.96,3.9199999999999995,26.786
A00,136,2025-08-11,6.7,28.87,9.7,29.601999999999997
A00,137,2025-08-18,19.3,22.22,4.7299999999999995,30.953000000000003
A00,138,2025-08-25,2.2,35.4,7.31,29.938
A00,139,2025-09-01,0.8,35.09,11.27,29.314
A00,140,2025-09-08,4.8,35.91,5.42,33.855000000000004
A00,141,2025-09-15,2.0,40.629999999999995,6.790000000000001,35.55
A00,142,2025-09-22,2.6,36.59,12.61,34.019
A00,143,2025-09-29,14.9,34.61,11.27,36.215
A00,144,2025-10-06,3.6,37.96,6.85,36.794
A00,145,2025-10-13,0.7,39.13,11.440000000000001,34.684000000000005
A00,146,2025-10-20,32.5,33.57,8.99,34.023
A00,147,2025-10-27,18.7,28.45,12.87,31.886000000000003
A00,148,2025-11-03,3.7,36.11,11.78,32.311
A00,149,2025-11-10,1.5,40.63,19.47,29.959000000000003
A00,150,2025-11-17,1.4,38.84,47.13,28.235000000000003
A00,151,2025-11-24,1.2000000000000002,40.480000000000004,29.919999999999998,29.125
A00,152,2025-12-01,1.0,43.97,41.88,29.250999999999998
A00,153,2025-12-08,18.9,35.4,30.830000000000002,28.952999999999996
A00,154,2025-12-15,8.5,36.33,23.68,30.272000000000002
A00,155,2025-12-22,39.6,33.21,28.908333333333335,30.784166666666668
A01,0,2023-01-02,1.4,34.16,15.02222222222222,32.32888888888888
A01,1,2023-01-09,2.3000000000000003,38.37,27.160000000000004,31.719
A01,2,2023-01-16,0.2,40.43,22.28,31.028
A01,3,2023-01-23,0.0,45.16,13.929999999999998,34.247
A01,4,2023-01-30,1.0999999999999999,44.51,27.6,34.183
A01,5,2023-02-06,18.700000000000003,41.269999999999996,20.720000000000002,34.93
A01,6,2023-02-13,0.4,47.09,11.07,36.051
A01,7,2023-02-20,0.2,46.94,20.6,34.648
A01,8,2023-02-27,7.6,39.9,11.58,37.073
A01,9,2023-03-06,2.8,42.71,17.64,37.7
A01,10,2023-03-13,21.0,32.74,23.66,36.072
A01,11,2023-03-20,74.2,26.75,10.18,35.763999999999996
A01,12,2023-03-27,13.7,31.3,31.610000000000003,30.855
A01,13,2023-04-03,6.1,30.939999999999998,24.38,30.07
A01,14,2023-04-10,8.8,31.18,25.240000000000002,29.85
A01,15,2023-04-17,16.400000000000002,29.17,29.54,27.669999999999998
A01,16,2023-04-24,43.8,24.09,39.38,25.559
A01,17,2023-05-01,13.8,26.3,24.979999999999997,24.779000000000003
A01,18,2023-05-08,5.4,28.759999999999998,12.65,25.197
A01,19,2023-05-15,6.6000000000000005,31.3,10.04,27.348000000000003
A01,20,2023-05-22,2.2,32.15,8.22,27.024
A01,21,2023-05-29,5.9,26.91,7.250000000000002,28.318
A01,22,2023-06-05,2.7,32.55,17.41,26.02
A01,23,2023-06-12,2.6,28.439999999999998,20.09,24.343
A01,24,2023-06-19,13.399999999999999,27.32,14.1,24.029
A01,25,2023-06-26,7.1,28.310000000000002,5.75,26.435000000000002
A01,26,2023-07-03,0.5,28.119999999999997,4.220000000000001,26.346999999999998
A01,27,2023-07-10,0.6,34.69,5.17,25.96
A01,28,2023-07-17,0.7999999999999999,35.03,3.9899999999999998,27.558999999999997
A01,29,2023-07-24,4.1,31.49,11.709999999999999,26.544
A01,30,2023-07-31,0.6000000000000001,28.36,14.55,25.667
A01,31,2023-08-07,4.4,33.2,8.36,26.694
A01,32,2023-08-14,2.5,38.49,19.02,29.238
A01,33,2023-08-21,0.9,41.28,12.629999999999999,30.569
A01,34,2023-08-28,7.6,35.63,17.14,28.682
A01,35,2023-09-04,20.2,31.130000000000003,14.809999999999999,29.151
A01,36,2023-09-11,9.6,34.3,8.3,33.313
A01,37,2023-09-18,18.3,35.089999999999996,8.25,35.907
A01,38,2023-09-25,12.3,35.41,9.89,34.201
A01,39,2023-10-02,0.2,38.99,10.91,36.149
A01,40,2023-10-09,5.1000000000000005,43.83,6.2700000000000005,36.45
A01,41,2023-10-16,3.0,34.45,11.78,34.757999999999996
A01,42,2023-10-23,3.3000000000000003,40.77,6.4,34.405
A01,43,2023-10-30,21.6,30.9,9.14,32.724000000000004
A01,44,2023-11-06,20.2,30.32,9.95,33.589
A01,45,2023-11-13,9.2,29.75,15.39,30.525
A01,46,2023-11-20,13.2,26.41,30.5,28.931
A01,47,2023-11-27,10.2,31.27,22.630000000000003,29.325
A01,48,2023-12-04,9.1,34.21,35.56,29.336000000000002
A01,49,2023-12-11,18.8,30.82,25.93,29.240999999999996
A01,50,2023-12-18,6.1,36.05,19.81,29.869
A01,51,2023-12-25,29.5,33.55,18.758333333333333,30.84166666666667
A01,52,2024-01-01,38.9,26.13,15.02222222222222,32.32888888888888
A01,53,2024-01-08,48.800000000000004,22.060000000000002,27.160000000000004,31.719
A01,54,2024-01-15,63.6,25.35,22.28,31.028
A01,55,2024-01-22,8.6,32.17,13.929999999999998,34.247
A01,56,2024-01-29,3.0,35.53,27.6,34.183
A01,57,2024-02-05,6.1,37.43,20.720000000000002,34.93
A01,58,2024-02-12,0.5,40.050000000000004,11.07,36.051
A01,59,2024-02-19,2.2,39.260000000000005,20.6,34.648
A01,60,2024-02-26,23.1,33.67,11.58,37.073
A01,61,2024-03-04,5.4,37.64,17.64,37.7
A01,62,2024-03-11,1.1,45.5,23.66,36.072
A01,63,2024-03-18,11.299999999999999,43.06,10.18,35.763999999999996
A01,64,2024-03-25,6.3,34.65,31.610000000000003,30.855
A01,65,2024-04-01,7.9,31.58,24.38,30.07
A01,66,2024-04-08,46.2,29.490000000000002,25.240000000000002,29.85
A01,67,2024-04-15,66.1,27.689999999999998,29.54,27.669999999999998
A01,68,2024-04-22,76.7,24.48,39.38,25.559
A01,69,2024-04-29,63.3,23.71,24.979999999999997,24.779000000000003
A01,70,2024-05-06,3.7,25.65,12.65,25.197
A01,71,2024-05-13,21.0,29.32,10.04,27.348000000000003
A01,72,2024-05-20,22.400000000000002,26.34,8.22,27.024
A01,73,2024-05-27,2.4000000000000004,30.59,7.250000000000002,28.318
A01,74,2024-06-03,11.9,28.73,17.41,26.02
A01,75,2024-06-10,0.2,30.26,20.09,24.343
A01,76,2024-06-17,0.5,29.21,14.1,24.029
A01,77,2024-06-24,0.0,30.94,5.75,26.435000000000002
A01,78,2024-07-01,31.800000000000004,29.78,4.220000000000001,26.346999999999998
A01,79,2024-07-08,9.3,27.759999999999998,5.17,25.96
A01,80,2024-07-15,17.9,25.94,3.9899999999999998,27.558999999999997
A01,81,2024-07-22,3.0999999999999996,30.009999999999998,11.709999999999999,26.544
A01,82,2024-07-29,24.4,28.62,14.55,25.667
A01,83,2024-08-05,4.4,33.9,8.36,26.694
A01,84,2024-08-12,5.1,33.21,19.02,29.238
A01,85,2024-08-19,0.2,30.04,12.629999999999999,30.569
A01,86,2024-08-26,1.0999999999999999,36.26,17.14,28.682
A01,87,2024-09-02,1.0,35.5,14.809999999999999,29.151
A01,88,2024-09-09,1.4,44.65,8.3,33.313
A01,89,2024-09-16,14.1,36.0,8.25,35.907
A01,90,2024-09-23,29.4,34.92,9.89,34.201
A01,91,2024-09-30,20.5,34.93,10.91,36.149
A01,92,2024-10-07,2.1,37.66,6.2700000000000005,36.45
A01,93,2024-10-14,36.4,30.9,11.78,34.757999999999996
A01,94,2024-10-21,3.4,38.79,6.4,34.405
A01,95,2024-10-28,1.2,41.55,9.14,32.724000000000004
A01,96,2024-11-04,5.0,35.8,9.95,33.589
A01,97,2024-11-11,10.8,29.450000000000003,15.39,30.525
A01,98,2024-11-18,33.5,30.09,30.5,28.931
A01,99,2024-11-25,73.2,25.11,22.630000000000003,29.325
A01,100,2024-12-02,22.8,27.93,35.56,29.336000000000002
A01,101,2024-12-09,4.7,31.84,25.93,29.240999999999996
A01,102,2024-12-16,14.7,28.16,19.81,29.869
A01,103,2024-12-23,2.6,32.67,18.758333333333333,30.84166666666667
A01,104,2024-12-30,1.0,37.769999999999996,15.02222222222222,32.32888888888888
A01,105,2025-01-06,3.3,37.62,27.160000000000004,31.719
A01,106,2025-01-13,1.1,41.37,22.28,31.028
A01,107,2025-01-20,37.0,30.71,13.929999999999998,34.247
A01,108,2025-01-27,63.9,21.57,27.6,34.183
A01,109,2025-02-03,4.5,35.61,20.720000000000002,34.93
A01,110,2025-02-10,0.2,42.16,11.07,36.051
A01,111,2025-02-17,0.0,50.09,20.6,34.648
A01,112,2025-02-24,0.0,53.5,11.58,37.073
A01,113,2025-03-03,18.4,45.91,17.64,37.7
A01,114,2025-03-10,27.200000000000003,32.69,23.66,36.072
A01,115,2025-03-17,5.9,32.25,10.18,35.763999999999996
A01,116,2025-03-24,28.7,30.41,31.610000000000003,30.855
A01,117,2025-03-31,8.3,30.86,24.38,30.07
A01,118,2025-04-07,24.7,30.9,25.240000000000002,29.85
A01,119,2025-04-14,21.4,31.8,29.54,27.669999999999998
A01,120,2025-04-21,2.6,28.77,39.38,25.559
A01,121,2025-04-28,1.6,37.0,24.979999999999997,24.779000000000003
A01,122,2025-05-05,12.5,28.26,12.65,25.197
A01,123,2025-05-12,29.2,27.57,10.04,27.348000000000003
A01,124,2025-05-19,5.1,30.32,8.22,27.024
A01,125,2025-05-26,0.1,32.81,7.250000000000002,28.318
A01,126,2025-06-02,0.39999999999999997,31.32,17.41,26.02
A01,127,2025-06-09,0.1,32.91,20.09,24.343
A01,128,2025-06-16,10.7,26.84,14.1,24.029
A01,129,2025-06-23,4.199999999999999,29.580000000000002,5.75,26.435000000000002
A01,130,2025-06-30,3.5,28.64,4.220000000000001,26.346999999999998
A01,131,2025-07-07,17.8,20.5,5.17,25.96
A01,132,2025-07-14,9.9,26.35,3.9899999999999998,27.558999999999997
A01,133,2025-07-21,2.0,34.79,11.709999999999999,26.544
A01,134,2025-07-28,0.4,34.4,14.55,25.667
A01,135,2025-08-04,22.0,27.58,8.36,26.694
A01,136,2025-08-11,46.2,24.3,19.02,29.238
A01,137,2025-08-18,15.6,22.21,12.629999999999999,30.569
A01,138,2025-08-25,2.3,35.160000000000004,17.14,28.682
A01,139,2025-09-01,3.7,36.69,14.809999999999999,29.151
A01,140,2025-09-08,10.8,35.74,8.3,33.313
A01,141,2025-09-15,1.2,40.25,8.25,35.907
A01,142,2025-09-22,2.7,37.16,9.89,34.201
A01,143,2025-09-29,5.3,32.86,10.91,36.149
A01,144,2025-10-06,1.4,37.58,6.2700000000000005,36.45
A01,145,2025-10-13,2.8000000000000003,40.93,11.78,34.757999999999996
A01,146,2025-10-20,28.8,32.31,6.4,34.405
A01,147,2025-10-27,11.0,28.12,9.14,32.724000000000004
A01,148,2025-11-03,2.1,36.65,9.95,33.589
A01,149,2025-11-10,1.8,39.93,15.39,30.525
A01,150,2025-11-17,3.1,40.81,30.5,28.931
A01,151,2025-11-24,2.4,38.04,22.630000000000003,29.325
A01,152,2025-12-01,2.3,42.66,35.56,29.336000000000002
A01,153,2025-12-08,10.3,36.29,25.93,29.240999999999996
A01,154,2025-12-15,7.7,34.01,19.81,29.869
A01,155,2025-12-22,39.7,32.02,18.758333333333333,30.84166666666667
A02,0,2023-01-02,1.4000000000000001,38.14,9.377777777777778,34.90777777777778
A02,1,2023-01-09,0.5,41.67,13.430000000000001,34.584
A02,2,2023-01-16,0.0,43.27,21.09,34.751
A02,3,2023-01-23,0.0,44.129999999999995,5.6899999999999995,36.862
A02,4,2023-01-30,0.0,46.21,27.839999999999996,37.142
A02,5,2023-02-06,2.3000000000000003,46.160000000000004,20.409999999999997,37.090999999999994
A02,6,2023-02-13,0.1,48.46,7.01,37.283
A02,7,2023-02-20,0.0,48.49,11.15,36.457
A02,8,2023-02-27,4.9,45.44,12.629999999999999,39.255
A02,9,2023-03-06,0.2,46.37,12.88,40.083999999999996
A02,10,2023-03-13,13.3,36.230000000000004,20.560000000000002,37.85
A02,11,2023-03-20,68.8,28.17,10.59,37.338
A02,12,2023-03-27,22.0,31.35,28.75,32.463
A02,13,2023-04-03,10.0,32.02,26.369999999999997,30.589999999999996
A02,14,2023-04-10,19.1,31.1,32.33,30.695
A02,15,2023-04-17,24.2,27.93,37.940000000000005,27.176
A02,16,2023-04-24,55.599999999999994,23.810000000000002,42.35,25.823
A02,17,2023-05-01,28.4,24.63,43.03,24.65
A02,18,2023-05-08,12.4,27.89,34.39,23.625999999999998
A02,19,2023-05-15,3.5,30.42,14.2,24.987000000000002
A02,20,2023-05-22,1.3,30.59,10.42,25.764
A02,21,2023-05-29,8.5,28.189999999999998,5.49,27.2
A02,22,2023-06-05,1.5,31.78,12.0,24.309
A02,23,2023-06-12,1.1,28.11,6.709999999999999,22.93
A02,24,2023-06-19,2.8,28.02,4.16,22.476
A02,25,2023-06-26,1.0,27.48,3.4299999999999997,24.994
A02,26,2023-07-03,0.2,23.71,1.9899999999999998,25.185000000000002
A02,27,2023-07-10,0.2,30.59,2.5300000000000002,24.955000000000002
A02,28,2023-07-17,0.0,30.87,1.32,26.369
A02,29,2023-07-24,1.1,28.53,1.3,25.511000000000003
A02,30,2023-07-31,1.9,25.88,4.65,24.952
A02,31,2023-08-07,0.2,30.98,2.41,26.291000000000004
A02,32,2023-08-14,0.3,34.53,2.7600000000000002,28.987000000000002
A02,33,2023-08-21,0.2,39.62,3.08,30.226
A02,34,2023-08-28,1.9,33.01,4.54,30.174
A02,35,2023-09-04,15.2,34.22,7.409999999999999,29.553999999999995
A02,36,2023-09-11,1.4,35.629999999999995,3.6,34.031
A02,37,2023-09-18,10.2,36.87,1.8699999999999999,35.916
A02,38,2023-09-25,1.0,40.71,5.619999999999999,34.464
A02,39,2023-10-02,2.4,38.28,9.23,36.847
A02,40,2023-10-09,2.9000000000000004,44.11,8.13,37.617000000000004
A02,41,2023-10-16,6.9,36.0,17.65,35.625
A02,42,2023-10-23,2.3,41.82,12.35,34.185
A02,43,2023-10-30,35.8,31.92,13.030000000000001,32.492000000000004
A02,44,2023-11-06,58.5,28.96,12.820000000000002,32.946
A02,45,2023-11-13,19.1,28.48,19.05,30.337
A02,46,2023-11-20,46.800000000000004,24.77,30.9,29.643
A02,47,2023-11-27,11.1,32.56,27.040000000000003,30.401999999999997
A02,48,2023-12-04,8.0,35.1,26.8,30.74
A02,49,2023-12-11,14.1,31.56,21.6,30.988999999999997
A02,50,2023-12-18,3.3,35.480000000000004,15.069999999999999,32.501999999999995
A02,51,2023-12-25,10.899999999999999,36.2,14.141666666666666,33.81916666666667
A02,52,2024-01-01,66.3,27.35,9.377777777777778,34.90777777777778
A02,53,2024-01-08,64.2,23.29,13.430000000000001,34.584
A02,54,2024-01-15,92.8,27.009999999999998,21.09,34.751
A02,55,2024-01-22,7.3999999999999995,32.62,5.6899999999999995,36.862
A02,56,2024-01-29,0.6000000000000001,35.92,27.839999999999996,37.142
A02,57,2024-02-05,1.1,37.57,20.409999999999997,37.090999999999994
A02,58,2024-02-12,0.2,41.5,7.01,37.283
A02,59,2024-02-19,1.6,40.62,11.15,36.457
A02,60,2024-02-26,32.8,34.05,12.629999999999999,39.255
A02,61,2024-03-04,4.7,35.92,12.88,40.083999999999996
A02,62,2024-03-11,0.2,42.17,20.560000000000002,37.85
A02,63,2024-03-18,17.3,40.65,10.59,37.338
A02,64,2024-03-25,13.6,33.82,28.75,32.463
A02,65,2024-04-01,41.4,30.169999999999998,26.369999999999997,30.589999999999996
A02,66,2024-04-08,72.2,27.8,32.33,30.695
A02,67,2024-04-15,23.9,27.27,37.940000000000005,27.176
A02,68,2024-04-22,89.4,24.27,42.35,25.823
A02,69,2024-04-29,62.1,22.07,43.03,24.65
A02,70,2024-05-06,27.8,24.68,34.39,23.625999999999998
A02,71,2024-05-13,1.2,28.4,14.2,24.987000000000002
A02,72,2024-05-20,12.4,24.98,10.42,25.764
A02,73,2024-05-27,2.1,27.61,5.49,27.2
A02,74,2024-06-03,5.6,25.72,12.0,24.309
A02,75,2024-06-10,1.0,26.8,6.709999999999999,22.93
A02,76,2024-06-17,1.5,26.45,4.16,22.476
A02,77,2024-06-24,0.0,27.009999999999998,3.4299999999999997,24.994
A02,78,2024-07-01,6.800000000000001,28.939999999999998,1.9899999999999998,25.185000000000002
A02,79,2024-07-08,16.8,25.71,2.5300000000000002,24.955000000000002
A02,80,2024-07-15,2.7,26.15,1.32,26.369
A02,81,2024-07-22,3.1999999999999997,29.669999999999998,1.3,25.511000000000003
A02,82,2024-07-29,0.30000000000000004,29.39,4.65,24.952
A02,83,2024-08-05,0.6,30.37,2.41,26.291000000000004
A02,84,2024-08-12,0.6000000000000001,31.43,2.7600000000000002,28.987000000000002
A02,85,2024-08-19,0.2,27.37,3.08,30.226
A02,86,2024-08-26,1.6,35.14,4.54,30.174
A02,87,2024-09-02,1.5,33.589999999999996,7.409999999999999,29.553999999999995
A02,88,2024-09-09,0.1,41.32,3.6,34.031
A02,89,2024-09-16,4.3,39.51,1.8699999999999999,35.916
A02,90,2024-09-23,2.4,37.73,5.619999999999999,34.464
A02,91,2024-09-30,8.8,36.06,9.23,36.847
A02,92,2024-10-07,1.9,39.910000000000004,8.13,37.617000000000004
A02,93,2024-10-14,15.3,35.44,17.65,35.625
A02,94,2024-10-21,0.9,40.75,12.35,34.185
A02,95,2024-10-28,0.8999999999999999,43.64,13.030000000000001,32.492000000000004
A02,96,2024-11-04,4.3,38.1,12.820000000000002,32.946
A02,97,2024-11-11,27.3,28.1,19.05,30.337
A02,98,2024-11-18,56.099999999999994,29.65,30.9,29.643
A02,99,2024-11-25,46.5,28.009999999999998,27.040000000000003,30.401999999999997
A02,100,2024-12-02,21.4,30.57,26.8,30.74
A02,101,2024-12-09,3.5,33.72,21.6,30.988999999999997
A02,102,2024-12-16,42.5,28.84,15.069999999999999,32.501999999999995
A02,103,2024-12-23,9.6,29.66,14.141666666666666,33.81916666666667
A02,104,2024-12-30,2.5,37.87,9.377777777777778,34.90777777777778
A02,105,2025-01-06,0.8,41.27,13.430000000000001,34.584
A02,106,2025-01-13,0.4,43.33,21.09,34.751
A02,107,2025-01-20,13.8,37.07,5.6899999999999995,36.862
A02,108,2025-01-27,60.5,23.22,27.839999999999996,37.142
A02,109,2025-02-03,0.7,37.4,20.409999999999997,37.090999999999994
A02,110,2025-02-10,1.9000000000000001,42.19,7.01,37.283
A02,111,2025-02-17,0.0,51.5,11.15,36.457
A02,112,2025-02-24,0.0,52.84,12.629999999999999,39.255
A02,113,2025-03-03,20.400000000000002,45.91,12.88,40.083999999999996
A02,114,2025-03-10,51.8,33.06,20.560000000000002,37.85
A02,115,2025-03-17,17.5,31.72,10.59,37.338
A02,116,2025-03-24,45.3,32.16,28.75,32.463
A02,117,2025-03-31,40.9,26.95,26.369999999999997,30.589999999999996
A02,118,2025-04-07,47.9,28.34,32.33,30.695
A02,119,2025-04-14,43.5,30.75,37.940000000000005,27.176
A02,120,2025-04-21,22.900000000000002,26.349999999999998,42.35,25.823
A02,121,2025-04-28,10.5,31.689999999999998,43.03,24.65
A02,122,2025-05-05,62.7,25.52,34.39,23.625999999999998
A02,123,2025-05-12,30.6,24.79,14.2,24.987000000000002
